race_x,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Open2Experience,race_y,age_bin,fromUS
5.0,20.0,True,Female,Right,AnotherPageFromTestPage,US,1,2,3,4,4,2,1,4,1,4,5,3,5,2,3,5,4,4,4,3,1,4,2,5,2,5,3,5,5,5,4,3,5,3,1,4,2,3,2,5,4,1,5,2,4,1,4,4,5,5,14,35,20,10,35,Other,ya(18-24),True
3.0,15.0,True,Male,Right,AnotherPageFromTestPage,US,5,1,5,1,5,1,5,4,5,5,1,5,2,1,2,1,2,1,1,1,2,3,5,1,2,1,1,3,2,1,1,2,3,3,1,5,2,1,3,3,1,3,5,1,5,1,3,2,1,5,33,15,16,33,25,European,minor(<18),True
5.0,17.0,False,Female,Right,AnotherPageFromTestPage,US,5,2,5,1,5,1,5,2,5,2,2,4,3,4,3,2,3,3,3,2,1,5,2,5,1,5,1,4,5,4,4,3,5,2,4,2,5,3,5,4,4,1,5,3,5,1,4,4,5,5,37,37,31,25,35,Other,minor(<18),True
7.0,16.0,True,Other,Both,AnotherPageFromTestPage,US,5,1,1,2,5,1,3,2,5,4,5,1,5,1,5,5,5,3,4,2,1,1,5,1,5,5,5,3,3,2,1,3,1,5,1,5,3,3,3,3,5,2,5,5,3,1,3,3,3,5,29,13,10,6,27,Other,minor(<18),True
3.0,62.0,True,Male,Right,AnotherPageFromTestPage,GB,2,5,4,4,1,2,2,5,1,5,4,3,3,5,3,3,3,1,3,2,1,4,1,5,1,5,2,4,5,4,4,1,4,1,2,2,4,1,4,2,3,1,4,1,5,1,4,2,5,5,9,36,29,24,33,European,oa(40+),False
13.0,19.0,True,Female,Both,Google,US,1,3,4,4,4,2,2,4,1,2,4,4,4,2,4,4,4,3,4,3,1,4,2,5,2,5,2,4,4,4,4,2,5,1,3,1,5,2,4,4,3,1,5,1,4,1,4,3,4,5,17,33,33,14,33,Other,ya(18-24),True
4.0,34.0,False,Male,Right,AnotherPageFromTestPage,IN,1,5,1,4,2,5,1,4,1,5,5,2,4,2,5,5,2,4,5,4,3,3,1,4,3,5,5,3,4,2,3,2,3,2,4,2,4,3,4,3,3,4,3,3,3,3,2,3,4,3,3,23,26,8,19,Asian,adult(25-39),False
12.0,22.0,True,Male,Right,AnotherPageFromTestPage,NG,4,3,5,4,2,3,2,3,3,3,4,5,5,3,3,5,5,4,4,2,5,3,4,4,3,3,2,3,3,3,4,5,4,5,1,4,2,3,1,3,3,3,5,1,3,1,3,4,4,4,20,19,12,14,29,Other,ya(18-24),False
1.0,35.0,True,Male,Right,Other,US,5,1,5,1,5,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,1,1,5,1,5,5,5,5,40,40,40,36,36,Mixed Race,adult(25-39),True
1.0,20.0,False,Male,Right,Google,BR,1,4,2,5,2,2,1,5,2,5,2,4,4,5,4,4,5,4,2,4,4,2,1,3,3,4,2,4,2,3,4,2,4,4,2,4,4,4,3,4,4,2,5,1,4,2,4,4,4,4,7,22,21,18,32,Mixed Race,ya(18-24),False
11.0,19.0,False,Male,Right,AnotherPageFromTestPage,PK,4,1,5,3,5,1,5,5,5,1,1,5,4,3,1,1,5,5,1,3,5,5,1,3,1,5,1,5,3,5,3,3,5,3,3,1,1,3,3,3,5,1,5,1,5,1,5,5,3,5,33,32,22,25,38,Asian,ya(18-24),False
3.0,21.0,False,Male,Right,Other,TR,5,2,5,2,5,1,5,2,4,3,3,5,2,3,4,3,4,4,1,2,3,4,3,4,3,4,2,3,2,4,2,4,3,4,4,5,2,3,1,4,4,1,4,3,5,1,5,3,3,5,34,24,14,23,32,European,ya(18-24),False
3.0,26.0,False,Female,Right,AnotherPageFromTestPage,CA,4,2,4,3,4,2,5,2,5,3,3,3,4,3,2,3,4,3,1,3,1,5,1,4,1,5,1,4,5,5,3,3,4,4,3,4,4,3,2,3,4,2,5,2,4,1,4,3,4,4,30,38,19,21,31,European,adult(25-39),False
3.0,22.0,True,Female,Right,Other,GB,3,2,3,3,2,3,1,4,3,4,2,4,5,2,2,3,2,2,2,2,1,4,1,4,2,4,2,3,4,3,4,3,4,2,3,2,4,1,4,3,4,3,5,3,4,1,4,4,4,4,16,30,28,24,30,European,ya(18-24),False
3.0,24.0,True,Female,Right,AnotherPageFromTestPage,US,1,4,3,4,3,3,2,4,2,4,4,3,4,2,4,4,3,2,4,4,1,4,2,4,2,5,3,4,4,4,4,4,4,3,4,3,5,3,4,4,4,1,4,2,3,1,4,3,4,4,12,31,26,14,30,European,ya(18-24),True
4.0,22.0,False,Female,Right,AnotherPageFromTestPage,IN,1,5,1,4,2,5,1,3,3,1,5,1,5,1,4,5,5,5,5,5,4,2,1,4,1,2,4,4,2,4,2,1,4,4,4,4,2,4,1,3,4,3,3,2,3,3,2,3,4,2,10,22,17,1,21,Asian,ya(18-24),False
13.0,22.0,False,Male,Left,Google,US,1,5,2,5,1,4,1,5,1,5,3,3,5,1,2,4,2,3,3,5,1,4,2,5,1,3,2,5,4,3,4,3,4,5,3,2,4,3,2,3,3,2,5,2,3,1,4,2,5,5,2,32,21,15,30,Other,ya(18-24),True
3.0,70.0,True,Female,Right,Google,US,2,3,4,2,4,2,3,2,4,3,3,3,1,5,3,3,4,4,3,1,3,4,1,2,2,2,2,2,4,3,5,2,1,1,1,4,4,1,2,2,4,1,4,2,5,1,5,3,5,4,25,23,21,24,34,European,oa(40+),True
3.0,24.0,True,Female,Right,Google,US,3,2,5,1,4,2,3,2,2,3,4,4,3,3,2,3,2,3,3,2,1,5,1,5,1,5,2,3,4,5,4,3,5,2,3,2,4,1,5,3,4,2,3,2,3,2,4,4,3,5,27,36,30,23,28,European,ya(18-24),True
3.0,58.0,True,Male,Left,AnotherPageFromTestPage,GB,2,3,3,4,2,2,2,2,4,4,3,2,5,2,2,4,3,3,4,4,3,3,1,4,2,3,3,4,4,4,4,4,4,3,2,5,4,4,4,3,5,1,5,4,4,1,4,5,5,3,18,27,19,14,33,European,oa(40+),False
13.0,23.0,True,Male,Right,AnotherPageFromTestPage,CL,3,3,3,3,3,3,3,4,4,4,3,4,4,2,2,3,3,2,2,3,2,4,2,5,3,4,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,1,5,1,4,1,4,3,4,4,19,28,21,22,32,Other,ya(18-24),False
4.0,21.0,False,Male,Right,AnotherPageFromTestPage,IN,4,4,5,2,3,4,2,4,4,4,3,5,4,3,1,1,3,1,1,3,5,4,1,5,4,1,2,3,4,4,5,4,5,1,2,2,4,1,5,3,1,3,4,2,4,1,4,2,3,3,20,23,30,29,23,Asian,ya(18-24),False
13.0,20.0,False,Male,Right,Other,TR,3,2,4,3,4,2,3,4,4,4,3,3,4,4,3,4,4,4,3,4,2,4,1,4,1,3,2,3,4,5,4,4,5,2,4,2,4,2,2,4,5,2,5,2,3,1,4,4,3,4,23,31,27,16,31,Other,ya(18-24),False
3.0,22.0,True,Female,Left,AnotherPageFromTestPage,GB,5,3,5,3,5,2,5,2,4,3,4,3,4,3,3,3,3,3,2,3,1,5,1,5,3,4,1,5,5,4,3,3,3,3,4,4,3,3,2,2,4,2,4,2,3,1,4,2,3,4,31,36,18,19,27,European,ya(18-24),False
4.0,25.0,False,Male,Right,AnotherPageFromTestPage,IN,3,2,4,2,5,2,5,2,5,4,4,4,1,3,2,2,4,3,4,3,2,5,2,4,2,2,1,5,3,5,4,5,4,2,2,3,2,1,2,4,3,2,4,2,4,1,4,4,4,4,30,31,21,22,30,Asian,ya(18-24),False
3.0,48.0,True,Male,Right,AnotherPageFromTestPage,US,4,2,5,4,4,2,4,2,4,2,1,5,1,2,1,1,1,1,1,1,1,4,2,2,2,4,1,3,2,5,5,1,4,1,2,1,5,1,3,5,4,1,5,2,5,1,5,4,4,5,29,28,34,37,36,European,oa(40+),True
3.0,51.0,True,Female,Right,AnotherPageFromTestPage,US,1,3,2,5,3,3,1,4,1,3,2,4,3,4,3,1,2,1,1,1,3,3,2,5,4,5,1,4,5,2,4,2,5,1,3,3,4,1,4,5,5,1,5,5,5,1,5,4,5,5,10,28,32,32,35,European,oa(40+),True
3.0,25.0,False,Female,Right,Google,HU,2,2,4,2,4,2,4,2,4,2,1,3,3,4,2,2,2,2,2,5,2,4,3,3,2,2,3,4,3,4,5,3,5,2,5,3,4,1,4,5,5,1,4,1,5,2,5,4,5,5,28,24,33,26,37,European,ya(18-24),False
3.0,65.0,True,Male,Right,AnotherPageFromTestPage,US,4,4,5,2,5,4,4,4,2,2,4,5,5,5,5,2,1,1,1,1,2,5,2,3,4,5,1,4,4,5,5,5,4,1,2,5,4,1,1,3,4,4,5,2,3,1,2,4,4,5,24,31,21,28,28,European,oa(40+),True
3.0,19.0,True,Female,Right,AnotherPageFromTestPage,GB,3,2,5,3,5,1,5,5,1,4,5,3,5,1,1,5,3,1,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,3,1,5,5,5,1,5,1,5,1,3,1,5,5,5,3,24,40,24,12,36,European,ya(18-24),False
3.0,26.0,False,Female,Right,AnotherPageFromTestPage,DK,3,5,5,4,1,1,3,5,1,5,3,4,5,4,3,1,1,1,2,1,3,5,1,5,1,4,1,4,4,5,5,2,5,2,5,1,5,1,5,5,1,1,1,3,4,3,5,1,5,4,13,35,38,29,22,European,adult(25-39),False
3.0,30.0,False,Male,Right,AnotherPageFromTestPage,NO,3,2,3,2,4,2,2,3,4,2,2,3,4,3,2,4,2,1,4,3,4,1,2,1,4,2,4,2,2,3,3,2,5,2,4,2,5,2,3,5,5,1,3,1,4,2,5,5,4,3,25,11,31,22,33,European,adult(25-39),False
3.0,14.0,False,Female,Right,AnotherPageFromTestPage,UA,2,5,5,4,4,5,2,2,5,3,3,2,3,1,1,3,3,3,2,1,2,3,1,3,2,4,3,1,5,5,4,2,4,2,3,2,2,3,3,2,3,3,3,3,3,2,4,2,2,3,19,27,23,22,20,European,minor(<18),False
13.0,39.0,False,Female,Right,Google,US,4,1,4,3,4,2,4,4,4,3,4,3,5,3,4,5,4,4,4,3,1,4,1,5,2,5,1,4,4,4,4,2,4,2,3,1,5,2,4,5,3,2,4,3,4,3,5,4,4,4,27,35,32,11,28,Other,adult(25-39),True
3.0,39.0,True,Female,Right,AnotherPageFromTestPage,US,5,1,4,1,5,1,4,2,5,1,5,2,3,2,5,5,5,5,5,4,4,2,4,3,3,2,3,4,3,4,4,1,5,4,4,1,5,1,5,5,5,5,4,5,5,2,5,4,4,5,37,18,35,5,28,European,adult(25-39),True
3.0,73.0,True,Female,Right,AnotherPageFromTestPage,US,2,4,5,3,5,4,5,3,3,2,4,3,4,3,3,2,2,5,1,3,1,5,1,5,2,4,1,3,4,4,3,5,2,3,2,5,3,3,2,3,4,1,5,1,4,2,4,4,5,3,24,34,13,20,33,European,oa(40+),True
3.0,55.0,True,Male,Left,AnotherPageFromTestPage,US,4,1,5,2,4,2,5,3,3,3,4,2,4,2,3,4,2,3,4,3,1,5,1,5,1,5,1,5,5,4,3,4,4,3,2,3,4,1,2,4,5,1,5,1,3,1,4,5,5,4,30,39,22,15,36,European,oa(40+),True
13.0,24.0,True,Female,Right,Other,JM,3,3,2,2,4,3,5,3,5,4,1,4,5,1,4,3,3,4,4,4,3,3,4,3,4,2,3,3,3,1,2,2,5,1,5,2,5,3,2,3,2,1,5,5,5,1,5,2,5,5,24,15,28,15,30,Other,ya(18-24),False
13.0,17.0,True,Male,Right,AnotherPageFromTestPage,US,3,1,3,3,4,1,3,2,5,4,4,3,3,2,5,4,5,4,5,3,3,3,3,3,4,3,3,4,2,4,3,3,3,2,2,3,5,3,2,4,5,2,4,3,5,2,5,5,3,5,27,20,22,10,33,Other,minor(<18),True
13.0,21.0,True,Female,Right,Google,US,3,3,2,2,2,3,4,5,2,5,4,4,2,3,2,1,2,2,5,3,1,2,3,4,2,5,2,4,4,4,2,4,3,5,3,2,4,3,3,3,4,3,1,4,2,4,4,2,4,2,15,29,18,24,16,Other,ya(18-24),True
3.0,26.0,True,Female,Right,AnotherPageFromTestPage,AU,1,5,5,5,1,5,3,5,5,5,5,1,5,5,3,5,5,5,5,5,1,5,2,5,5,5,1,5,5,5,3,4,5,5,3,5,5,4,5,3,4,1,1,1,2,1,1,5,5,5,10,35,20,6,28,European,adult(25-39),False
3.0,19.0,False,Female,Both,AnotherPageFromTestPage,FR,1,5,1,5,1,5,1,5,5,1,5,2,5,5,5,1,4,4,4,4,1,1,4,1,5,1,5,1,1,1,4,1,5,5,5,1,5,2,4,5,5,4,5,4,5,1,5,5,5,5,8,5,33,13,34,European,ya(18-24),False
3.0,22.0,False,Female,Right,AnotherPageFromTestPage,FI,2,4,2,4,2,2,1,3,3,4,2,3,4,3,2,2,2,2,2,3,2,2,1,4,2,4,4,4,4,3,3,2,2,2,2,4,4,2,4,3,5,2,5,2,4,1,4,2,4,4,13,26,22,25,31,European,ya(18-24),False
4.0,34.0,False,Male,Right,AnotherPageFromTestPage,IN,4,3,4,5,3,4,3,5,2,5,1,4,5,2,4,3,4,1,4,1,5,5,1,5,2,5,1,4,4,5,4,5,4,2,3,5,2,4,2,5,2,1,5,1,5,1,5,1,5,5,14,33,18,21,33,Asian,adult(25-39),False
3.0,62.0,True,Female,Right,Google,US,4,2,5,2,4,2,3,2,5,2,2,4,4,3,4,3,2,1,2,2,1,5,1,4,2,4,2,4,5,5,5,2,5,1,5,1,5,1,5,4,5,2,5,2,5,1,5,5,4,4,31,35,38,25,36,European,oa(40+),True
3.0,42.0,True,Female,Right,AnotherPageFromTestPage,GB,3,1,5,2,5,1,5,3,5,3,3,3,4,3,4,3,3,2,4,2,1,5,2,4,1,3,1,4,4,4,5,2,4,2,4,1,4,2,5,4,5,4,5,4,4,1,4,5,3,5,33,33,33,19,30,European,oa(40+),False
3.0,21.0,True,Male,Right,Google,GB,2,4,2,3,4,2,4,4,4,2,4,2,5,2,1,2,1,1,5,4,1,5,1,5,1,3,2,3,5,4,5,1,5,1,5,1,5,1,5,5,3,1,4,4,4,1,5,2,4,5,21,34,40,19,29,European,ya(18-24),False
3.0,46.0,True,Male,Right,AnotherPageFromTestPage,US,4,3,5,2,4,2,4,4,4,2,3,4,2,5,2,3,2,2,2,2,4,3,2,4,4,3,3,3,4,4,3,3,4,2,2,4,3,2,4,3,5,2,3,3,5,2,5,4,3,4,28,22,22,29,30,European,oa(40+),True
13.0,32.0,True,Female,Right,AnotherPageFromTestPage,US,5,4,5,1,4,4,5,5,5,3,3,1,3,1,1,3,2,1,3,1,3,1,2,3,5,1,3,3,1,3,4,3,5,1,5,1,5,3,4,5,5,1,5,1,5,1,5,5,1,5,27,13,34,23,36,Other,adult(25-39),True
3.0,20.0,False,Female,Both,AnotherPageFromTestPage,FI,3,3,2,4,3,2,2,4,3,3,5,2,4,1,2,5,4,4,5,5,2,3,4,5,2,4,3,4,4,2,3,4,4,4,1,4,4,3,2,2,5,2,5,2,5,1,4,4,4,4,17,25,15,7,34,European,ya(18-24),False
3.0,30.0,True,Female,Right,Google,CA,1,3,2,4,4,4,4,2,1,3,5,2,5,1,4,5,4,5,5,4,1,3,3,4,3,4,3,4,4,3,4,4,4,4,2,3,4,2,5,3,3,3,5,3,3,4,3,4,5,4,16,26,23,4,25,European,adult(25-39),False
9.0,20.0,False,Male,Right,Other,IN,1,5,4,5,4,3,1,5,5,5,3,3,5,1,1,4,5,1,4,1,2,1,1,3,4,2,5,2,2,2,5,3,5,1,5,4,5,3,5,5,2,4,5,4,2,1,4,1,5,2,12,14,33,18,20,Asian,ya(18-24),False
1.0,18.0,False,Female,Right,AnotherPageFromTestPage,MX,4,3,4,3,4,2,5,2,4,4,2,3,4,2,4,5,4,2,4,3,2,4,4,4,3,4,2,2,4,4,3,4,5,2,2,2,4,3,2,3,4,2,4,3,4,1,4,4,5,4,27,25,22,15,31,Mixed Race,ya(18-24),False
5.0,15.0,False,Female,Right,AnotherPageFromTestPage,AE,2,1,5,2,5,2,4,4,4,2,4,4,4,3,2,5,3,2,3,5,5,5,2,3,3,5,2,5,4,5,3,2,3,4,1,5,2,5,1,3,4,2,3,3,3,3,4,2,3,3,29,29,11,17,22,Other,minor(<18),False
4.0,22.0,False,Male,Right,Google,IN,1,1,4,3,4,1,4,2,4,3,1,3,5,5,1,1,1,1,1,4,5,5,2,2,4,4,2,5,4,5,3,1,5,1,5,1,3,5,5,4,2,2,4,2,4,2,4,1,5,4,27,26,31,31,26,Asian,ya(18-24),False
3.0,66.0,True,Male,Right,Google,US,1,3,5,5,1,3,2,5,1,5,5,1,5,1,5,5,5,5,5,5,2,2,3,3,2,4,4,3,3,1,1,3,4,5,1,3,5,3,1,5,3,1,4,2,1,2,4,4,4,3,9,19,17,0,26,European,oa(40+),True
3.0,31.0,True,Male,Left,Google,CA,2,1,4,3,3,1,2,4,2,4,5,2,5,1,2,4,5,3,5,5,1,4,1,4,2,5,2,2,2,3,3,4,5,4,1,5,4,3,2,4,5,1,2,1,5,1,4,4,4,5,20,28,17,7,34,European,adult(25-39),False
4.0,35.0,False,Male,Right,Google,PK,1,3,1,5,3,1,1,5,1,5,1,1,5,3,5,5,5,5,5,1,1,1,1,5,1,5,1,5,5,3,1,5,5,5,1,5,3,5,1,1,5,3,5,3,5,1,5,5,3,5,8,34,6,10,34,Asian,adult(25-39),False
3.0,22.0,False,Male,Right,Google,BH,3,1,3,2,2,1,3,4,5,5,2,4,2,5,3,1,3,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,5,2,4,1,5,1,3,4,2,2,4,1,3,2,5,2,5,3,23,40,33,33,27,European,ya(18-24),False
3.0,16.0,True,Female,Right,Google,GB,4,3,4,2,4,2,4,2,4,3,3,3,4,2,2,3,4,3,3,3,2,5,3,4,2,4,1,4,4,4,3,3,3,3,2,4,3,3,3,3,3,2,5,1,4,1,4,3,4,4,28,31,18,18,31,European,minor(<18),False
6.0,16.0,True,Female,Right,AnotherPageFromTestPage,CA,1,4,5,5,1,4,1,5,1,5,3,1,4,1,1,1,4,5,3,5,5,3,1,5,1,4,1,5,5,1,5,2,5,1,1,3,1,1,1,5,1,4,5,5,4,1,5,1,1,5,6,29,25,14,20,Other,minor(<18),False
3.0,26.0,False,Female,Right,Other,GB,3,2,4,2,4,1,3,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,4,4,4,1,4,1,3,1,4,3,4,4,5,2,4,3,4,1,5,5,4,4,25,23,31,16,33,European,adult(25-39),False
13.0,16.0,False,Female,Right,AnotherPageFromTestPage,IN,5,2,3,1,3,3,2,4,3,5,3,5,4,4,4,3,3,3,3,4,4,3,1,3,2,3,3,3,3,4,3,5,5,3,2,5,3,3,4,4,3,4,5,3,4,1,4,3,3,4,21,23,19,20,26,Other,minor(<18),False
3.0,17.0,True,Female,Right,AnotherPageFromTestPage,US,1,4,3,3,2,3,1,4,3,4,5,2,5,1,5,3,4,4,4,5,2,2,2,4,4,4,2,3,2,1,3,4,5,3,2,5,5,3,3,5,5,2,4,2,4,2,4,4,2,3,12,20,22,6,28,European,minor(<18),True
3.0,65.0,True,Male,Right,AnotherPageFromTestPage,US,3,4,4,3,3,3,4,2,3,3,3,3,5,3,3,4,3,2,3,2,1,4,1,4,2,5,2,4,4,3,4,1,4,1,5,1,4,1,4,4,4,1,4,1,5,1,5,5,5,5,22,32,35,19,38,European,oa(40+),True
3.0,16.0,True,Female,Right,Google,GB,3,2,4,2,4,2,4,2,4,3,3,3,4,2,3,3,4,4,3,4,2,5,3,4,2,4,1,4,4,4,2,3,3,3,2,4,3,3,2,3,3,2,4,1,3,2,3,3,5,4,28,31,16,15,28,European,minor(<18),False
3.0,24.0,False,Female,Both,AnotherPageFromTestPage,BH,2,2,5,4,3,2,2,4,4,3,3,2,4,4,2,4,3,3,4,2,1,4,2,5,1,5,1,5,4,5,4,2,5,4,3,1,4,1,5,5,4,2,3,3,4,2,4,3,3,4,21,37,32,19,26,European,ya(18-24),False
3.0,28.0,True,Female,Right,AnotherPageFromTestPage,US,2,2,3,3,3,2,1,4,3,4,3,3,4,3,2,2,2,2,3,3,1,4,2,4,2,4,2,4,4,3,4,4,3,2,2,4,3,2,3,3,5,1,2,2,3,4,5,4,4,2,17,30,20,23,26,European,adult(25-39),True
5.0,21.0,True,Female,Right,AnotherPageFromTestPage,GB,3,3,5,1,5,2,5,5,4,3,3,5,3,2,1,1,1,1,1,1,5,5,4,5,1,4,1,5,5,5,2,3,5,3,3,3,4,3,3,3,4,1,4,1,4,1,5,4,4,5,28,32,22,33,35,Other,ya(18-24),False
13.0,22.0,True,Female,Right,Other,US,4,2,5,5,5,2,5,5,2,3,1,5,1,5,1,1,2,2,2,2,1,5,1,5,1,5,1,5,5,5,5,2,5,1,5,1,5,2,5,5,5,2,4,1,5,1,5,2,5,5,24,40,38,36,35,Other,ya(18-24),True
3.0,20.0,False,Male,Right,AnotherPageFromTestPage,US,3,3,4,3,3,3,3,4,4,3,1,5,3,5,1,1,1,1,1,1,1,4,2,4,1,3,1,4,4,4,5,2,5,2,4,2,5,2,4,5,4,1,3,2,4,3,5,4,4,4,21,32,34,38,30,European,ya(18-24),True
13.0,20.0,True,Female,Right,Other,GB,4,2,4,2,4,1,5,3,4,2,4,3,4,2,3,5,5,5,5,4,2,4,4,4,2,4,2,4,5,4,1,4,4,5,2,4,3,3,3,3,4,3,3,2,4,4,4,4,4,4,31,29,14,8,26,Other,ya(18-24),False
3.0,18.0,False,Female,Right,AnotherPageFromTestPage,IS,4,1,5,1,5,2,5,2,4,2,4,4,4,3,3,4,3,3,2,3,1,5,3,5,1,5,1,5,5,5,3,4,4,3,2,4,2,3,2,3,4,1,5,1,4,1,4,4,3,5,35,38,16,19,34,European,ya(18-24),False
13.0,20.0,True,Female,Right,AnotherPageFromTestPage,GB,3,2,3,2,4,4,2,4,3,3,5,4,5,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,4,3,4,3,5,4,4,4,4,2,3,4,3,3,1,2,4,3,4,3,4,4,20,22,25,13,23,Other,ya(18-24),False
3.0,21.0,False,Female,Right,AnotherPageFromTestPage,FR,1,4,2,5,3,3,1,4,2,4,3,3,4,2,4,3,3,3,3,4,2,4,1,4,3,4,3,3,4,3,2,3,4,2,2,2,4,4,2,3,4,2,4,2,4,2,4,3,5,4,9,27,20,16,30,European,ya(18-24),False
3.0,13.0,True,Female,Right,AnotherPageFromTestPage,US,2,4,2,5,3,2,1,5,1,3,5,3,5,5,3,5,5,5,5,5,1,3,2,5,1,5,2,5,5,4,4,2,4,2,4,2,3,4,4,5,3,3,3,2,4,3,5,3,4,4,10,35,28,8,26,European,minor(<18),True
3.0,18.0,True,Female,Right,AnotherPageFromTestPage,GB,2,4,1,4,1,4,1,5,1,5,5,1,5,4,4,5,5,5,5,4,4,1,5,1,5,3,4,2,2,1,5,2,4,2,2,1,5,3,5,5,5,2,2,1,3,4,2,5,5,2,4,6,32,5,25,European,ya(18-24),False
1.0,17.0,True,Female,Right,Other,CA,3,2,4,5,4,2,3,5,1,5,3,4,4,2,4,5,2,2,3,2,4,5,3,4,4,5,1,3,4,4,4,1,4,2,3,3,4,3,4,3,2,4,5,1,3,2,3,1,4,4,16,27,27,19,23,Mixed Race,minor(<18),False
3.0,46.0,False,Female,Right,AnotherPageFromTestPage,NL,4,1,4,1,5,1,4,2,5,3,3,4,4,3,3,3,3,3,3,3,2,5,2,4,2,3,2,4,4,5,3,2,4,2,4,1,3,2,3,4,5,3,4,4,3,2,5,5,4,4,34,31,28,20,29,European,oa(40+),False
11.0,20.0,False,Female,Left,Google,PK,3,1,2,2,3,2,3,3,4,3,3,3,3,2,2,3,4,4,2,3,5,4,3,5,1,5,2,3,5,3,4,1,5,3,3,3,3,4,2,2,3,3,3,3,5,2,3,3,3,5,24,28,22,19,25,Asian,ya(18-24),False
4.0,28.0,False,Male,Right,AnotherPageFromTestPage,IN,2,4,2,5,2,4,2,4,2,5,1,2,5,4,4,5,2,4,3,4,3,3,2,4,3,4,4,2,4,5,4,4,4,4,2,2,4,3,3,4,2,2,5,3,3,1,3,2,3,3,8,24,22,16,23,Asian,adult(25-39),False
3.0,20.0,True,Male,Right,AnotherPageFromTestPage,US,3,5,4,5,4,4,4,3,4,2,2,4,2,3,1,3,2,2,4,4,4,5,4,2,2,2,3,4,1,2,4,4,3,3,1,5,2,5,1,1,3,3,4,2,3,2,4,4,5,5,20,17,9,25,29,European,ya(18-24),True
13.0,20.0,True,Female,Right,Google,US,2,2,5,4,4,1,5,5,1,1,5,3,5,1,2,1,2,3,3,1,1,5,1,5,1,4,1,5,4,5,4,1,5,1,3,1,3,1,4,4,3,2,5,1,3,1,3,2,3,4,24,38,33,20,27,Other,ya(18-24),True
3.0,15.0,True,Male,Right,AnotherPageFromTestPage,IE,2,2,4,2,5,1,4,5,3,4,2,5,1,3,2,2,3,1,5,1,2,3,4,4,2,2,2,5,5,2,4,3,5,1,2,2,5,2,5,5,4,2,4,1,5,1,5,1,1,5,24,25,32,29,29,European,minor(<18),False
13.0,49.0,True,Male,Right,AnotherPageFromTestPage,JM,1,1,5,5,5,1,1,5,1,5,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,4,5,5,5,1,5,1,5,4,16,40,40,37,27,Other,oa(40+),False
3.0,49.0,True,Male,Right,AnotherPageFromTestPage,US,3,4,3,4,3,3,2,5,1,4,1,3,3,3,2,2,3,2,1,3,2,4,1,2,2,4,2,5,5,5,4,3,5,3,3,1,5,4,3,5,5,1,5,1,5,1,5,5,4,5,12,32,28,27,39,European,oa(40+),True
3.0,22.0,True,Male,Right,AnotherPageFromTestPage,US,2,3,2,4,4,2,2,5,2,4,4,3,4,2,3,3,4,4,4,4,4,5,4,3,4,4,2,3,4,2,4,5,2,4,2,4,2,2,3,3,4,2,5,1,5,2,4,4,4,4,14,21,15,13,33,European,ya(18-24),True
3.0,17.0,True,Male,Right,AnotherPageFromTestPage,US,1,5,1,5,1,5,1,5,1,5,3,4,4,4,4,3,4,2,4,2,4,2,3,2,4,3,4,2,2,1,2,3,4,3,1,4,4,4,4,3,3,4,1,4,4,5,5,1,4,4,0,11,18,20,17,European,minor(<18),True
8.0,22.0,True,Male,Right,AnotherPageFromTestPage,US,3,4,3,4,3,4,2,5,2,3,2,4,4,2,1,1,2,2,1,3,1,4,1,5,2,4,2,4,5,4,4,3,4,4,4,4,3,4,4,3,4,1,4,1,4,2,5,4,4,4,13,34,21,28,33,Other,ya(18-24),True
13.0,20.0,False,Male,Left,AnotherPageFromTestPage,IN,1,5,2,5,1,5,1,4,4,5,1,5,5,1,4,4,4,1,2,1,5,5,1,5,3,5,5,1,5,4,3,2,5,1,4,5,5,1,3,2,1,4,4,1,3,2,4,1,4,2,5,25,27,22,20,Other,ya(18-24),False
3.0,20.0,False,Female,Right,AnotherPageFromTestPage,BG,3,3,4,3,3,4,4,1,5,3,2,4,3,4,3,1,3,3,2,1,1,4,1,4,1,4,1,4,4,3,4,2,3,1,3,2,3,1,3,4,3,2,4,1,3,1,5,3,3,3,25,33,28,28,28,European,ya(18-24),False
3.0,19.0,True,Female,Right,Google,US,1,4,2,4,4,4,2,5,2,5,4,4,4,2,4,4,4,4,5,4,2,3,4,4,2,5,2,2,4,2,4,2,4,3,2,2,4,2,4,4,5,3,5,2,4,1,2,5,5,5,9,24,27,11,33,European,ya(18-24),True
